pr001:001	pr001:001	pr001:001	VERSE	Snl␣1:1␣
pr029:001	6	@	-	rusennetaan␣
pr029:001	5	@	-	äkisti
pr029:001	-	(,)	-	,␣
pr029:001	7b	@	-	eikä␣
pr029:001	7a	%clitic	kA	
pr029:001	8	@	-	apua␣
pr029:001	-	(@)	-	ole
pr029:001	-	(.)	-	.␣
pr029:002	pr029:002	pr029:002	VERSE	Snl␣29:2␣
pr029:002	2	@	-	Hurskaitten␣
pr029:002	1b	@	-	enentyessä␣
pr029:002	1a	%case	LOC	
pr029:002	(4a) 4b	@	-	kansa␣
pr029:002	3	@	-	iloitsee
pr029:002	-	(,)	-	,␣
pr029:002	5a	@	-	mutta␣
pr029:002	6	@	-	jumalattomien␣
pr029:002	5c	@	-	hallitessa␣
pr029:002	5b	%case	LOC	
pr029:002	8	@	-	kansa␣
pr029:002	7	@	-	huokaa
pr029:002	-	(.)	-	.␣
pr029:003	pr029:003	pr029:003	VERSE	Snl␣29:3␣
pr029:003	3	@	-	Viisautta␣
pr029:003	2	@	-	rakastavainen␣
pr029:003	1	%case	NOM	
pr029:003	4	@	-	on␣
pr029:003	5	@	-	isällensä␣
pr029:003	4	@	-	iloksi
pr029:003	-	(,)	-	,␣
pr029:003	6a	@	-	mutta␣
pr029:003	7	@	-	porttojen␣
pr029:003	6b	@	-	seuratoveri␣
pr029:003	8	@	-	hävittää␣
pr029:003	9	@	-	varansa
pr029:003	-	(.)	-	.␣
pr029:004	pr029:004	pr029:004	VERSE	Snl␣29:4␣
pr029:004	2b	@	-	Oikeudella␣
pr029:004	2a	%case	LOC	
pr029:004	1	@	-	kuningas␣
pr029:004	3	@	-	pitää␣
pr029:004	4	@	-	maan␣
pr029:004	3	@	-	pystyssä
pr029:004	-	(,)	-	,␣
pr029:004	5a	@	-	mutta␣
pr029:004	6	@	-	verojen␣
pr029:004	6	@	-	kiskoja␣
pr029:004	5b	%case	NOM	
pr029:004	pers%7	@	-	sen␣
pr029:004	7	@	-	hävittää
pr029:004	-	(.)	-	.␣
pr029:005	pr029:005	pr029:005	VERSE	Snl␣29:5␣
pr029:005	1	@	-	Mies
pr029:005	-	(,)	-	,␣
pr029:005	-	(@)	-	joka␣
pr029:005	4	@	-	lähimmäistään␣
pr029:005	3	%case	PTV	
pr029:005	2	@	-	liehakoitsee
pr029:005	-	(,)	-	,␣
pr029:005	6	@	-	virittää␣
pr029:005	5	@	-	verkon␣
pr029:005	pers%8	@	-	hänen␣
pr029:005	8	@	-	askeleilleen
pr029:005	7	%case	LOC	
pr029:005	-	(.)	-	.␣
pr029:006	pr029:006	pr029:006	VERSE	Snl␣29:6␣
pr029:006	3	@	-	Pahalle␣
pr029:006	2	@	-	miehelle␣
pr029:006	-	(@)	-	on␣
pr029:006	-	(@)	-	oma␣
pr029:006	1b	@	-	rikos␣
pr029:006	1a	%case	NOM	
pr029:006	4	@	-	paulaksi
pr029:006	-	(,)	-	,␣
pr029:006	5a	@	-	mutta␣
pr029:006	5b	@	-	vanhurskas␣
pr029:006	6	(@)	-	saa␣
pr029:006	6	@	-	riemuita␣
pr029:006	7a	@	-	ja␣
pr029:006	7b	@	-	iloita
pr029:006	-	(.)	-	.␣
pr029:007	pr029:007	pr029:007	VERSE	Snl␣29:7␣
pr029:007	2	@	-	Vanhurskas␣
pr029:007	1	@	-	tuntee␣
pr029:007	4	@	-	vaivaisten␣
pr029:007	3	@	-	asian
pr029:007	-	(,)	-	,␣
pr029:007	-	(@)	-	mutta␣
pr029:007	5	@	-	jumalaton␣
pr029:007	6	@	-	ei␣
pr029:007	-	(@)	-	siitä␣
pr029:007	8	@	-	mitään␣
pr029:007	7	@	-	ymmärrä
pr029:007	-	(.)	-	.␣
pr029:008	pr029:008	pr029:008	VERSE	Snl␣29:8␣
pr029:008	2	@	-	Pilkkaajat␣
pr029:008	1	%case	NOM	
pr029:008	4	@	-	kaupungin␣
pr029:008	3	@	-	villitsevät
pr029:008	-	(,)	-	,␣
pr029:008	5a	@	-	mutta␣
pr029:008	5b	@	-	viisaat␣
pr029:008	6	@	-	hillitsevät␣
pr029:008	7	@	-	vihan
pr029:008	-	(.)	-	.␣
pr029:009	pr029:009	pr029:009	VERSE	Snl␣29:9␣
pr029:009	2	@	-	Viisas␣
pr029:009	1	@	-	mies␣
pr029:009	-	(@)	-	kun␣
pr029:009	3	@	-	käräjöi␣
pr029:009	6	@	-	hullun␣
pr029:009	5	@	-	miehen␣
pr029:009	4	@	-	kanssa
pr029:009	-	(,)	-	,␣
pr029:009	7a	@	-	niin␣
pr029:009	7b	(@)	-	tämä␣
pr029:009	7b	@	-	reutoo␣
pr029:009	8a	@	-	ja␣
pr029:009	8b	@	-	nauraa␣
pr029:009	9b	@	-	eikä␣
pr029:009	9a	%clitic	kA	
pr029:009	10	@	-	asetu
pr029:009	-	(.)	-	.␣
pr029:010	pr029:010	pr029:010	VERSE	Snl␣29:10␣
pr029:010	1 2	@	-	Murhamiehet␣
pr029:010	3	@	-	vihaavat␣
pr029:010	4	@	-	nuhteetonta
pr029:010	(5a)	-	UNTRANSLATED	
pr029:010	-	(,)	-	,␣
pr029:010	5b	@	-	oikeamielisten␣
pr029:010	7	@	-	henkeä␣
pr029:010	6	(@)	-	he␣
pr029:010	6	@	-	väijyvät
pr029:010	-	(.)	-	.␣
pr029:011	pr029:011	pr029:011	VERSE	Snl␣29:11␣
pr029:011	4	@	-	Tyhmä␣
pr029:011	3	@	-	purkaa␣
pr029:011	1	@	-	kaiken␣
pr029:011	2	@	-	sisunsa
pr029:011	-	(,)	-	,␣
pr029:011	5a	@	-	mutta␣
pr029:011	5b	@	-	viisas␣
pr029:011	pers%7	@	-	sen␣
pr029:011	6b	@	-	viimein␣
pr029:011	6a	%case	?	
pr029:011	7	@	-	tyynnyttää
pr029:011	-	(.)	-	.␣
pr029:012	pr029:012	pr029:012	VERSE	Snl␣29:12␣
pr029:012	1	@	-	Hallitsija
pr029:012	-	(,)	-	,␣
pr029:012	-	(@)	-	joka␣
pr029:012	2	@	-	kuuntelee␣
pr029:012	4 5	@	-	valhepuheita
pr029:012	3	%case	PTV	
pr029:012	-	(,)	-	,␣
pr029:012	-	(@)	-	saa␣
pr029:012	7	@	-	palvelijoikseen␣
pr029:012	6	@	-	pelkkiä␣
pr029:012	8	@	-	jumalattomia
pr029:012	-	(.)	-	.␣
pr029:013	pr029:013	pr029:013	VERSE	Snl␣29:13␣
pr029:013	1	@	-	Köyhä␣
pr029:013	2a	@	-	ja␣
pr029:013	3	@	-	sortaja␣
pr029:013	2b	%case	NOM	
pr029:013	4	@	-	kohtaavat␣
pr029:013	4	@	-	toisensa
pr029:013	-	(;)	-	;␣
pr029:013	7	@	-	kumpaisenkin␣
pr029:013	6	@	-	silmille␣
pr029:013	8	@	-	Herra␣
pr029:013	5	@	-	antaa␣
pr029:013	5	@	-	valon
pr029:013	-	(.)	-	.␣
pr029:014	pr029:014	pr029:014	VERSE	Snl␣29:14␣
pr029:014	1	@	-	Kuninkaalla
pr029:014	-	(,)	-	,␣
pr029:014	-	(@)	-	joka␣
pr029:014	2	@	-	tuomitsee␣
pr029:014	4	@	-	vaivaisia␣
pr029:014	3b	@	-	oikein
pr029:014	3a	%case	MAN	
pr029:014	-	(,)	-	,␣
pr029:014	7	@	-	on␣
pr029:014	5	@	-	valtaistuin␣
pr029:014	6b	@	-	iäti␣
pr029:014	6a	%case	?	
pr029:014	7	@	-	vahva
pr029:014	-	(.)	-	.␣
pr029:015	pr029:015	pr029:015	VERSE	Snl␣29:15␣
pr029:015	1	@	-	Vitsa␣
pr029:015	2a	@	-	ja␣
pr029:015	2b	@	-	nuhde␣
pr029:015	3	@	-	antavat␣
pr029:015	4	@	-	viisautta
pr029:015	-	(,)	-	,␣
pr029:015	5a	@	-	mutta␣
pr029:015	6	@	-	kuriton␣
pr029:015	5b	@	-	poika␣
pr029:015	-	(@)	-	on␣
pr029:015	8	@	-	äitinsä␣
pr029:015	7	@	-	häpeä
pr029:015	-	(.)	-	.␣
pr029:016	pr029:016	pr029:016	VERSE	Snl␣29:16␣
pr029:016	1a	@	-	Kun␣
pr029:016	2	@	-	jumalattomat␣
pr029:016	1b	@	-	lisääntyvät
pr029:016	-	(,)	-	,␣
pr029:016	3	@	-	lisääntyy␣
pr029:016	4	@	-	rikos
pr029:016	-	(,)	-	,␣
pr029:016	5a	@	-	mutta␣
pr029:016	5b	@	-	vanhurskaat␣
pr029:016	7	(@)	-	saavat␣
pr029:016	7	@	-	nähdä
pr029:016	-	(,)	-	,␣
pr029:016	-	(@)	-	kuinka␣
pr029:016	pers%6b	@	-	he␣
pr029:016	6b	@	-	kukistuvat
pr029:016	6a	%case	?	
pr029:016	-	(.)	-	.␣
pr029:017	pr029:017	pr029:017	VERSE	Snl␣29:17␣
pr029:017	1	@	-	Kurita␣
pr029:017	2	@	-	poikaasi
pr029:017	-	(,)	-	,␣
pr029:017	3a	@	-	niin␣
pr029:017	3b	(@)	-	hän␣
pr029:017	pers%3b	@	-	sinua␣
pr029:017	3b	@	-	virvoittaa␣
pr029:017	4a	@	-	ja␣
pr029:017	6b	@	-	sielullesi␣
pr029:017	6a	%case	LOC	
pr029:017	5	@	-	herkkuja␣
pr029:017	4b	@	-	tarjoaa
pr029:017	-	(.)	-	.␣
pr029:018	pr029:018	pr029:018	VERSE	Snl␣29:18␣
pr029:018	1b	@	-	Missä␣
pr029:018	1a	%case	LOC	
pr029:018	2	@	-	ilmoitus␣
pr029:018	1b	@	-	puuttuu
pr029:018	-	(,)	-	,␣
pr029:018	-	(@)	-	siinä␣
pr029:018	4	@	-	kansa␣
pr029:018	3	@	-	käy␣
pr029:018	3	@	-	kurittomaksi
pr029:018	(5a)	-	UNTRANSLATED	
pr029:018	-	(;)	-	;␣
pr029:018	7	@	-	autuas␣
pr029:018	pers%7	@	-	se
pr029:018	-	(,)	-	,␣
pr029:018	-	(@)	-	joka␣
pr029:018	6	@	-	noudattaa␣
pr029:018	5b	@	-	lakia
pr029:018	-	(.)	-	.␣
pr029:019	pr029:019	pr029:019	VERSE	Snl␣29:19␣
pr029:019	2	@	-	Ei␣
pr029:019	3	(@)	-	ota␣
pr029:019	4	@	-	palvelija␣
pr029:019	1b	@	-	sanoista␣
pr029:019	1a	%case	LOC	
pr029:019	3	@	-	ojentuakseen
pr029:019	-	(:)	-	:␣
pr029:019	6	(@)	-	hän␣
pr029:019	5	@	-	kyllä␣
pr029:019	6	@	-	ymmärtää
pr029:019	-	(,)	-	,␣
pr029:019	7a	@	-	mutta␣
pr029:019	7b	@	-	ei␣
pr029:019	8	@	-	tottele
pr029:019	-	(.)	-	.␣
pr029:020	pr029:020	pr029:020	VERSE	Snl␣29:20␣
pr029:020	1	@	-	Näet␣
pr029:020	2	@	-	miehen
pr029:020	-	(,)	-	,␣
pr029:020	3	@	-	kärkkään␣
pr029:020	4b	@	-	puhumaan␣
pr029:020	4a	%case	LOC	
pr029:020	-	(-)	-	-␣
pr029:020	7	@	-	enemmän␣
pr029:020	-	(@)	-	on␣
pr029:020	5	@	-	toivoa␣
pr029:020	6b	@	-	tyhmästä␣
pr029:020	6a	%case	LOC	
pr029:020	7	@	-	kuin␣
pr029:020	pers%7	@	-	hänestä
pr029:020	-	(.)	-	.␣
pr029:021	pr029:021	pr029:021	VERSE	Snl␣29:21␣
pr029:021	-	(@)	-	Jos␣
pr029:021	3	@	-	palvelijaansa␣
pr029:021	2b	@	-	nuoresta␣
pr029:021	2a	@	-	pitäen␣
pr029:021	1	@	-	hemmottelee
pr029:021	(4a)	-	UNTRANSLATED	
pr029:021	-	(,)	-	,␣
pr029:021	5	@	-	tulee␣
pr029:021	5	(@)	-	hänestä␣
pr029:021	4b	@	-	lopulta␣
pr029:021	6	@	-	kiittämätön
pr029:021	-	(.)	-	.␣
pr029:022	pr029:022	pr029:022	VERSE	Snl␣29:22␣
pr029:022	2	@	-	Pikavihainen␣
pr029:022	1	@	-	mies␣
pr029:022	3	@	-	nostaa␣
pr029:022	4	@	-	riidan
pr029:022	-	(,)	-	,␣
pr029:022	5a	@	-	ja␣
pr029:022	5b 6	@	-	kiukkuinen␣
pr029:022	-	(@)	-	tulee␣
pr029:022	8	@	-	rikkoneeksi␣
pr029:022	7	@	-	paljon
pr029:022	-	(.)	-	.␣
pr029:023	pr029:023	pr029:023	VERSE	Snl␣29:23␣
pr029:023	2	@	-	Ihmisen␣
pr029:023	3	@	-	alentaa␣
pr029:023	pers%3	@	-	hänen␣
pr029:023	-	(@)	-	oma␣
pr029:023	1	@	-	ylpeytensä
pr029:023	-	(,)	-	,␣
pr029:023	4a	@	-	mutta␣
pr029:023	4b 5	@	-	alavamielinen␣
pr029:023	6	@	-	saa␣
pr029:023	7	@	-	kunnian
pr029:023	-	(.)	-	.␣
pr029:024	pr029:024	pr029:024	VERSE	Snl␣29:24␣
pr029:024	-	(@)	-	Joka␣
pr029:024	1	@	-	käy␣
pr029:024	1	@	-	osille␣
pr029:024	3	@	-	varkaan␣
pr029:024	2	@	-	kanssa
pr029:024	-	(,)	-	,␣
pr029:024	-	(@)	-	se␣
pr029:024	5	@	-	sieluansa␣
pr029:024	4	@	-	vihaa
pr029:024	-	(;)	-	;␣
pr029:024	7	(@)	-	hän␣
pr029:024	7	@	-	kuulee␣
pr029:024	6	@	-	vannotuksen
pr029:024	-	(,)	-	,␣
pr029:024	8a	@	-	mutta␣
pr029:024	8b	@	-	ei␣
pr029:024	9	@	-	ilmaise␣
pr029:024	-	(@)	-	mitään
pr029:024	-	(.)	-	.␣
pr029:025	pr029:025	pr029:025	VERSE	Snl␣29:25␣
pr029:025	1 2	@	-	Ihmispelko␣
pr029:025	3	@	-	panee␣
pr029:025	4	@	-	paulan
pr029:025	-	(,)	-	,␣
pr029:025	5a	@	-	mutta␣
pr029:025	6b	@	-	Herraan␣
pr029:025	6a	%case	LOC	
pr029:025	5b	@	-	luottavainen␣
pr029:025	7	(@)	-	on␣
pr029:025	7	@	-	turvattu
pr029:025	-	(.)	-	.␣
pr029:026	pr029:026	pr029:026	VERSE	Snl␣29:26␣
pr029:026	4	@	-	Hallitsijan␣
pr029:026	3	@	-	suosiota␣
pr029:026	2	@	-	etsivät␣
pr029:026	1	@	-	monet
pr029:026	-	(,)	-	,␣
pr029:026	5a	@	-	mutta␣
pr029:026	5c	@	-	Herralta␣
pr029:026	5b	%case	LOC	
pr029:026	-	(@)	-	tulee␣
pr029:026	7	@	-	miehelle␣
pr029:026	6	@	-	oikeus
pr029:026	-	(.)	-	.␣
pr029:027	pr029:027	pr029:027	VERSE	Snl␣29:27␣
pr029:027	4	@	-	Vääryyden␣
pr029:027	3	@	-	mies␣
pr029:027	-	(@)	-	on␣
pr029:027	2	@	-	vanhurskaille␣
pr029:027	1	@	-	kauhistus
pr029:027	-	(,)	-	,␣
pr029:027	5a	@	-	ja␣
pr029:027	7	@	-	oikean␣
pr029:027	8	@	-	tien␣
pr029:027	-	(@)	-	kulkija␣
pr029:027	-	(@)	-	on␣
pr029:027	5b	@	-	kauhistus␣
pr029:027	6	@	-	jumalattomalle
pr029:027	-	(.)	-	.␣
pr030:001	pr030:001	pr030:001	VERSE	Snl␣30:1␣
pr030:001	2	@	-	Aagurin
pr030:001	-	(,)	-	,␣
pr030:001	4	@	-	Jaaken␣
pr030:001	3	@	-	pojan
pr030:001	-	(,)	-	,␣
pr030:001	1	@	-	sanat
pr030:001	-	(;)	-	;␣
pr030:001	(5a) 5b	@	-	lauselma
pr030:001	-	(.)	-	.␣
pr030:001	-	(@)	-	Näin␣
pr030:001	6	@	-	puhuu␣
pr030:001	7a	@	-	se␣
pr030:001	7b	@	-	mies
pr030:001	-	(:)	-	:␣
pr030:001	8b	(@)	-	Minä␣
pr030:001	8b	(@)	-	olen␣
pr030:001	8b	@	-	väsyttänyt␣
pr030:001	8a	%case	NOM	
pr030:001	8b	(@)	-	itseni
pr030:001	-	(,)	-	,␣
pr030:001	8b	@	-	Jumala
pr030:001	-	(;)	-	;␣
pr030:001	9b	(@)	-	olen␣
pr030:001	9b	@	-	väsyttänyt␣
pr030:001	9a	%case	NOM	
pr030:001	9b	(@)	-	itseni
pr030:001	-	(,)	-	,␣
pr030:001	9b	@	-	Jumala
pr030:001	-	(,)	-	,␣
pr030:001	10a	@	-	ja␣
pr030:001	10b	@	-	menehdyn
pr030:001	-	(.)	-	.␣
pr030:002	pr030:002	pr030:002	VERSE	Snl␣30:2␣
pr030:002	1	@	-	Sillä␣
pr030:002	2	@	-	järjetön␣
pr030:002	-	(@)	-	olen␣
pr030:002	3	@	-	minä␣
pr030:002	4b	@	-	mieheksi
pr030:002	4a	%case	TRA	
pr030:002	(5a)	-	UNTRANSLATED	
pr030:002	-	(,)	-	,␣
pr030:002	5b	@	-	ei␣
pr030:002	-	(@)	-	ole␣
pr030:002	8	@	-	minulla␣
pr030:002	6 7	@	-	ihmisymmärrystä
pr030:002	-	(;)	-	;␣
pr030:003	pr030:003	pr030:003	VERSE	Snl␣30:3␣
pr030:003	1b	@	-	enkä␣
pr030:003	1a	%clitic	kA	
pr030:003	2	(@)	-	ole␣
pr030:003	2	@	-	oppinut␣
pr030:003	3	@	-	viisautta
pr030:003	-	(,)	-	,␣
pr030:003	6	@	-	tullakseni␣
pr030:003	4a	%inflection	INF1.TRA.-1	
pr030:003	4b	@	-	tuntemaan␣
pr030:003	5	@	-	Pyhintä
pr030:003	-	(.)	-	.␣
pr030:004	pr030:004	pr030:004	VERSE	Snl␣30:4␣
pr030:004	1	@	-	Kuka␣
pr030:004	2	(@)	-	on␣
pr030:004	2	@	-	noussut␣
pr030:004	3	@	-	taivaaseen␣
pr030:004	4a	@	-	ja␣
pr030:004	4b	@	-	astunut␣
pr030:004	-	(@)	-	sieltä␣
pr030:004	4b	@	-	alas
pr030:004	-	(?)	-	?␣
pr030:004	5	@	-	Kuka␣
pr030:004	6	(@)	-	on␣
pr030:004	6	@	-	koonnut␣
pr030:004	8b	@	-	kouriinsa␣
pr030:004	8a	%case	LOC	
pr030:004	7	@	-	tuulen
pr030:004	-	(?)	-	?␣
pr030:004	9	@	-	Kuka␣
pr030:004	10	(@)	-	on␣
pr030:004	10	@	-	sitonut␣
pr030:004	11	@	-	vedet␣
pr030:004	12b	@	-	vaipan␣
pr030:004	12a	@	-	sisään
pr030:004	-	(?)	-	?␣
pr030:004	13	@	-	Kuka␣
pr030:004	14	(@)	-	on␣
pr030:004	14	(@)	-	kohdalleen␣
pr030:004	14	@	-	asettanut␣
pr030:004	17	@	-	maan␣
pr030:004	16	@	-	ääret␣
pr030:004	15	@	-	kaikki
pr030:004	-	(?)	-	?␣
pr030:004	18	@	-	Mikä␣
pr030:004	-	(@)	-	on␣
pr030:004	pers%19	@	-	hänen␣
pr030:004	19	@	-	nimensä␣
pr030:004	20a	@	-	ja␣
pr030:004	(20b)	-	UNTRANSLATED	
pr030:004	pers%22	@	-	hänen␣
pr030:004	22	@	-	poikansa␣
pr030:004	21	@	-	nimi
pr030:004	-	(,)	-	,␣
pr030:004	23	@	-	jos␣
pr030:004	-	(@)	-	sen␣
pr030:004	24	@	-	tiedät
pr030:004	-	(?)	-	?␣
pr030:005	pr030:005	pr030:005	VERSE	Snl␣30:5␣
pr030:005	1	@	-	Jokainen␣
pr030:005	3	@	-	Jumalan␣
pr030:005	2	@	-	sana␣
pr030:005	-	(@)	-	on␣
pr030:005	4	@	-	taattu
pr030:005	-	(;)	-	;␣
pr030:005	6	@	-	hän␣
pr030:005	-	(@)	-	on␣
pr030:005	-	(@)	-	niiden␣
pr030:005	5	@	-	kilpi
pr030:005	-	(,)	-	,␣
pr030:005	-	(@)	-	jotka␣
pr030:005	8	@	-	häneen␣
pr030:005	7b	@	-	turvaavat
pr030:005	7a	%case	?	
pr030:005	-	(.)	-	.␣
pr030:006	pr030:006	pr030:006	VERSE	Snl␣30:6␣
pr030:006	1	@	-	Älä␣
pr030:006	2	@	-	lisää␣
pr030:006	pers%4	@	-	hänen␣
pr030:006	4	@	-	sanoihinsa␣
pr030:006	3	%case	LOC	
pr030:006	-	(@)	-	mitään
pr030:006	-	(,)	-	,␣
pr030:006	5	@	-	ettei␣
pr030:006	6	(@)	-	hän␣
pr030:006	6	@	-	vaatisi␣
pr030:006	7	@	-	sinua␣
pr030:006	6	@	-	tilille␣
pr030:006	8a	@	-	ja␣
pr030:006	-	(@)	-	ettet␣
pr030:006	8b	@	-	valhettelijaksi␣
pr030:006	8b	@	-	joutuisi
pr030:006	-	(.)	-	.␣
pr030:007	pr030:007	pr030:007	VERSE	Snl␣30:7␣
pr030:007	1	@	-	Kahta␣
pr030:007	2	(@)	-	minä␣
pr030:007	3b	@	-	sinulta␣
pr030:007	3a	%case	LOC	
pr030:007	2	@	-	pyydän
pr030:007	-	(,)	-	,␣
pr030:007	4	@	-	älä␣
pr030:007	-	(@)	-	niitä␣
pr030:007	6	@	-	minulta␣
pr030:007	-	(@)	-	koskaan␣
pr030:007	5	@	-	kiellä
pr030:007	-	(,)	-	,␣
pr030:007	8	@	-	kuolemaani␣
pr030:007	7a 7b	@	-	saakka
pr030:007	-	(:)	-	:␣
pr030:008	pr030:008	pr030:008	VERSE	Snl␣30:8␣
pr030:008	1	@	-	Vilppi␣
pr030:008	2a	@	-	ja␣
pr030:008	2b 3	@	-	valhepuhe␣
pr030:008	4	@	-	pidä␣
pr030:008	5	@	-	minusta␣
pr030:008	4	@	-	kaukana
pr030:008	-	(.)	-	.␣
pr030:008	8	@	-	Älä␣
pr030:008	6	@	-	köyhyyttä
pr030:008	-	(,)	-	,␣
pr030:008	7a	@	-	älä␣
pr030:008	7b	@	-	rikkautta␣
pr030:008	10	@	-	minulle␣
pr030:008	9	@	-	anna
pr030:008	-	(;)	-	;␣
pr030:008	11	@	-	anna␣
pr030:008	pers%11	@	-	minulle␣
pr030:008	11	@	-	ravinnoksi␣
pr030:008	13	@	-	määräosani␣
pr030:008	12	@	-	leipää
pr030:008	-	(,)	-	,␣
pr030:009	pr030:009	pr030:009	VERSE	Snl␣30:9␣
pr030:009	1	@	-	etten␣
pr030:009	2	@	-	kylläisenä␣
pr030:009	(3a)	-	UNTRANSLATED	
pr030:009	3b	@	-	tulisi␣
pr030:009	3b	@	-	kieltäjäksi␣
pr030:009	4a	@	-	ja␣
pr030:009	4b	@	-	sanoisi
pr030:009	-	(:)	-	:␣
pr030:009	-	(@)	-	"
pr030:009	5	@	-	Kuka␣
pr030:009	-	(@)	-	on␣
pr030:009	6	@	-	Herra
pr030:009	-	(?)	-	?
pr030:009	-	(@)	-	"␣
pr030:009	7a	@	-	ja␣
pr030:009	7b	@	-	etten␣
pr030:009	8	@	-	köyhtyneenä␣
pr030:009	(9a)	-	UNTRANSLATED	
pr030:009	9b	@	-	varastaisi␣
pr030:009	10a	@	-	ja␣
pr030:009	10b	@	-	rikkoisi␣
pr030:009	12	@	-	Jumalani␣
pr030:009	11	@	-	nimeä␣
pr030:009	10b	@	-	vastaan
pr030:009	-	(.)	-	.␣
pr030:010	pr030:010	pr030:010	VERSE	Snl␣30:10␣
pr030:010	1	@	-	Älä␣
pr030:010	2	@	-	kieli␣
pr030:010	3	@	-	palvelijasta␣
pr030:010	pers%5	@	-	hänen␣
pr030:010	5	@	-	herrallensa
pr030:010	4	%case	LOC	
pr030:010	-	(;)	-	;␣
pr030:010	7	@	-	muutoin␣
pr030:010	8	(@)	-	hän␣
pr030:010	pers%8	@	-	sinut␣
pr030:010	8	@	-	kiroaa
pr030:010	-	(,)	-	,␣
pr030:010	9a	@	-	ja␣
pr030:010	9b	(@)	-	sinä␣
pr030:010	9b	(@)	-	saat␣
pr030:010	-	(@)	-	siitä␣
pr030:010	9b	@	-	kärsiä
pr030:010	-	(.)	-	.␣
pr030:011	pr030:011	pr030:011	VERSE	Snl␣30:11␣
pr030:011	-	(@)	-	Voi␣
pr030:011	1	@	-	sukua
pr030:011	-	(,)	-	,␣
pr030:011	-	(@)	-	joka␣
pr030:011	2	@	-	isäänsä␣
pr030:011	3	@	-	kiroaa␣
pr030:011	6	@	-	eikä␣
pr030:011	4a	%clitic	kA	
pr030:011	7	@	-	siunaa␣
pr030:011	5	@	-	äitiänsä
pr030:011	4b	%case	PTV	
pr030:011	-	(;)	-	;␣
pr030:012	pr030:012	pr030:012	VERSE	Snl␣30:12␣
pr030:012	1	@	-	sukua
pr030:012	-	(,)	-	,␣
pr030:012	-	(@)	-	joka␣
pr030:012	-	(@)	-	on␣
pr030:012	pers%3b	@	-	omissa␣
pr030:012	3b	@	-	silmissään␣
pr030:012	3a	%case	LOC	
pr030:012	2	@	-	puhdas
pr030:012	-	(,)	-	,␣
pr030:012	4a	@	-	vaikka␣
pr030:012	5	@	-	ei␣
pr030:012	6	(@)	-	ole␣
pr030:012	6	@	-	pesty␣
pr030:012	4c	@	-	liastansa
pr030:012	4b	%case	LOC	
pr030:012	-	(!)	-	!␣
pr030:013	pr030:013	pr030:013	VERSE	Snl␣30:13␣
pr030:013	-	(@)	-	Voi␣
pr030:013	1	@	-	sukua␣
pr030:013	-	(-)	-	-␣
pr030:013	2	@	-	kuinka␣
pr030:013	3	@	-	ylpeät␣
pr030:013	3	@	-	ovatkaan␣
pr030:013	pers%4	@	-	sen␣
pr030:013	4	@	-	silmät␣
pr030:013	5a	@	-	ja␣
pr030:013	-	(@)	-	kuinka␣
pr030:013	6	@	-	korskea␣
pr030:013	5b	@	-	silmänluonti␣
pr030:013	-	(-)	-	-␣
pr030:014	pr030:014	pr030:014	VERSE	Snl␣30:14␣
pr030:014	1	@	-	sukua
pr030:014	-	(,)	-	,␣
pr030:014	-	(@)	-	jonka␣
pr030:014	3	@	-	hampaat␣
pr030:014	-	(@)	-	ovat␣
pr030:014	2	@	-	miekkoja␣
pr030:014	4a	@	-	ja␣
pr030:014	5	@	-	leukaluut␣
pr030:014	4b	@	-	veitsiä␣
pr030:014	6b	@	-	syödäksensä␣
pr030:014	6a	%case	TRA	
pr030:014	7	@	-	kurjat␣
pr030:014	8b	@	-	maasta␣
pr030:014	8a	@	-	pois␣
pr030:014	9a	@	-	ja␣
pr030:014	9b	@	-	köyhät␣
pr030:014	10b	@	-	ihmisten␣
pr030:014	10a	@	-	joukosta
pr030:014	-	(!)	-	!␣
pr030:015	pr030:015	pr030:015	VERSE	Snl␣30:15␣
pr030:015	1b	@	-	Verenimijällä␣
pr030:015	1a	%case	LOC	
pr030:015	-	(@)	-	on␣
pr030:015	2	@	-	kaksi␣
pr030:015	3	@	-	tytärtä
pr030:015	-	(:)	-	:␣
pr030:015	4	@	-	Anna␣
pr030:015	4	@	-	vielä
pr030:015	-	(!)	-	!␣
pr030:015	5	@	-	Anna␣
pr030:015	5	@	-	vielä
pr030:015	-	(!)	-	!␣
pr030:015	6	@	-	Kolme␣
pr030:015	7	@	-	on
pr030:015	-	(,)	-	,␣
pr030:015	-	(@)	-	jotka␣
pr030:015	8	@	-	eivät␣
pr030:015	9	@	-	kylläänsä␣
pr030:015	9	@	-	saa
pr030:015	-	(,)	-	,␣
pr030:015	10	@	-	neljä
pr030:015	-	(,)	-	,␣
pr030:015	-	(@)	-	jotka␣
pr030:015	11	@	-	eivät␣
pr030:015	12	@	-	sano
pr030:015	-	(:)	-	:␣
pr030:015	-	(@)	-	"
pr030:015	13	@	-	Jo␣
pr030:015	13	@	-	riittää
pr030:015	-	(@)	-	"
pr030:015	-	(:)	-	:␣
pr030:016	pr030:016	pr030:016	VERSE	Snl␣30:16␣
pr030:016	1	@	-	tuonela
pr030:016	(2a)	-	UNTRANSLATED	
pr030:016	-	(,)	-	,␣
pr030:016	2b	@	-	hedelmätön␣
pr030:016	3	@	-	kohtu
pr030:016	-	(,)	-	,␣
pr030:016	4	@	-	maa
